date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarimax,feature_model
2016-05-15 22:00:00,520,584.7698036560596,2090,360,350,2120.992211310532,400.6754070212989,650.11237
2016-05-15 23:00:00,500,584.7698036560596,2090,340,320,2121.588215374196,377.3700400191413,483.84506
2016-05-16 00:00:00,370,584.7698036560596,2090,330,330,2122.18421943786,351.4553067763665,426.7581
2016-05-16 01:00:00,320,584.7698036560596,2090,320,350,2122.780223501524,363.7815893504831,342.14523
2016-05-16 02:00:00,340,584.7698036560596,2090,350,330,2123.376227565188,351.2195995325671,320.6385
2016-05-16 03:00:00,320,584.7698036560596,2090,350,320,2123.972231628852,352.68769827843823,314.2984
2016-05-16 04:00:00,330,584.7698036560596,2090,300,340,2124.5682356925163,345.8112421913,321.0741
2016-05-16 05:00:00,310,584.7698036560596,2090,350,390,2125.16423975618,410.8312764170049,341.98645
2016-05-16 06:00:00,320,584.7698036560596,2090,880,330,2125.760243819844,471.2698557544517,331.73578
2016-05-16 07:00:00,370,584.7698036560596,2090,1060,340,2126.3562478835083,655.0866157904292,402.81436
2016-05-16 08:00:00,530,584.7698036560596,2090,2030,370,2126.9522519471725,752.2319124530112,517.16644
2016-05-16 09:00:00,420,584.7698036560596,2090,560,400,2127.5482560108367,661.2836870641229,617.9267
2016-05-16 10:00:00,890,584.7698036560596,2090,440,330,2128.1442600745004,692.803217908834,670.02203
2016-05-16 11:00:00,620,584.7698036560596,2090,2130,370,2128.7402641381645,731.1728315867024,715.47266
2016-05-16 12:00:00,1240,584.7698036560596,2090,1810,810,2129.3362682018287,704.2966918012381,892.16876
2016-05-16 13:00:00,1600,584.7698036560596,2090,1610,1040,2129.932272265493,650.0624910651602,811.21967
2016-05-16 14:00:00,530,584.7698036560596,2090,1910,530,2130.5282763291566,647.284810612867,1039.7284
2016-05-16 15:00:00,670,584.7698036560596,2090,1210,420,2131.1242803928208,595.3445579011022,839.36835
2016-05-16 16:00:00,530,584.7698036560596,2090,2110,470,2131.720284456485,794.537121266777,818.22546
2016-05-16 17:00:00,1460,584.7698036560596,2090,1390,1610,2132.316288520149,1134.6788011947465,892.2801
2016-05-16 18:00:00,930,584.7698036560596,2090,2090,720,2132.9122925838133,1079.305807464987,1035.7808
2016-05-16 19:00:00,690,584.7698036560596,2090,740,660,2133.508296647477,763.2760332000768,747.21216
2016-05-16 20:00:00,580,584.7698036560596,2090,600,570,2134.104300711141,696.0540663457649,716.0417
2016-05-16 21:00:00,410,584.7698036560596,2090,430,430,2134.7003047748053,478.5123016450688,521.39233
2016-05-16 22:00:00,280,584.7698036560596,2090,360,430,2135.296308838469,411.84642553249046,437.04062
2016-05-16 23:00:00,360,584.7698036560596,2090,340,360,2135.892312902133,370.1733122057743,364.82663
2016-05-17 00:00:00,300,584.7698036560596,2090,330,310,2136.4883169657974,361.5883089337693,329.5703
2016-05-17 01:00:00,330,584.7698036560596,2090,320,330,2137.084321029461,357.85644904057125,318.8775
2016-05-17 02:00:00,310,584.7698036560596,2090,350,340,2137.6803250931257,359.8756524897562,314.73413
2016-05-17 03:00:00,320,584.7698036560596,2090,350,340,2138.27632915679,348.4145039665631,316.42584
2016-05-17 04:00:00,320,584.7698036560596,2090,300,300,2138.8723332204536,352.6723987252875,318.73398
2016-05-17 05:00:00,350,584.7698036560596,2090,350,430,2139.4683372841178,408.46281640539286,348.1757
2016-05-17 06:00:00,340,584.7698036560596,2090,880,380,2140.064341347782,476.15010308701216,361.70743
2016-05-17 07:00:00,390,584.7698036560596,2090,1060,360,2140.660345411446,654.7415997413254,382.59128
2016-05-17 08:00:00,340,584.7698036560596,2090,2030,340,2141.2563494751103,755.0792939776923,496.0511
2016-05-17 09:00:00,310,584.7698036560596,2090,560,330,2141.852353538774,662.9488854803354,350.37323
2016-05-17 10:00:00,320,584.7698036560596,2090,440,320,2142.448357602438,693.6936162986846,411.79892
2016-05-17 11:00:00,310,584.7698036560596,2090,2130,340,2143.0443616661023,734.7131265183328,386.09192
2016-05-17 12:00:00,320,584.7698036560596,2090,1810,350,2143.6403657297665,703.4202373318725,434.54874
2016-05-17 13:00:00,250,584.7698036560596,2090,1610,320,2144.23636979343,655.2376696955872,463.34723
2016-05-17 14:00:00,320,584.7698036560596,2090,1910,320,2144.8323738570944,644.926261647786,364.90244
2016-05-17 15:00:00,310,584.7698036560596,2090,1210,340,2145.4283779207585,601.83135059533,383.50006
2016-05-17 16:00:00,400,584.7698036560596,2090,2110,380,2146.0243819844227,791.0518378024575,393.57117
2016-05-17 17:00:00,920,584.7698036560596,2090,1390,760,2146.620386048087,1142.0964501699498,860.84576
2016-05-17 18:00:00,600,584.7698036560596,2090,2090,610,2147.2163901117506,1075.0930943472451,1085.2356
2016-05-17 19:00:00,740,584.7698036560596,2090,740,630,2147.8123941754147,771.2135823426578,778.9651
2016-05-17 20:00:00,710,584.7698036560596,2090,600,570,2148.408398239079,691.5296990233736,612.5728
2016-05-17 21:00:00,390,584.7698036560596,2090,430,410,2149.004402302743,486.5558196078529,515.4876
2016-05-17 22:00:00,280,584.7698036560596,2090,360,350,2149.6004063664072,407.4160941663869,384.25244
2016-05-17 23:00:00,330,584.7698036560596,2090,340,340,2150.196410430071,377.9313902424577,337.0573
2016-05-18 00:00:00,310,584.7698036560596,2090,330,310,2150.792414493735,357.6235389767984,318.946
2016-05-18 01:00:00,320,584.7698036560596,2090,320,340,2151.3884185573997,364.9825366269088,318.99142
2016-05-18 02:00:00,330,584.7698036560596,2090,350,340,2151.9844226210635,356.6934994018698,310.15222
2016-05-18 03:00:00,310,584.7698036560596,2090,350,320,2152.580426684727,354.6249391178009,322.87436
2016-05-18 04:00:00,310,584.7698036560596,2090,300,310,2153.176430748392,350.5198930019447,317.19275
2016-05-18 05:00:00,390,584.7698036560596,2090,350,410,2153.7724348120555,413.5497507114048,363.55136
2016-05-18 06:00:00,420,584.7698036560596,2090,880,660,2154.36843887572,475.1940631717368,409.62244
2016-05-18 07:00:00,320,584.7698036560596,2090,1060,460,2154.964442939384,658.5803860921175,553.2606
2016-05-18 08:00:00,370,584.7698036560596,2090,2030,970,2155.560447003048,755.4017534131249,419.13403
2016-05-18 09:00:00,390,584.7698036560596,2090,560,390,2156.156451066712,665.4998650248723,427.70166
2016-05-18 10:00:00,350,584.7698036560596,2090,440,380,2156.752455130376,695.2927512071532,411.12006
2016-05-18 11:00:00,420,584.7698036560596,2090,2130,330,2157.34845919404,736.0180980276384,361.77347
2016-05-18 12:00:00,340,584.7698036560596,2090,1810,340,2157.944463257704,706.216352249771,488.4726
2016-05-18 13:00:00,520,584.7698036560596,2090,1610,440,2158.540467321368,655.4116295464413,366.50766
2016-05-18 14:00:00,490,584.7698036560596,2090,1910,480,2159.136471385032,648.7721136559245,516.5174
2016-05-18 15:00:00,500,584.7698036560596,2090,1210,460,2159.7324754486963,601.0503393296411,530.9286
2016-05-18 16:00:00,630,584.7698036560596,2090,2110,450,2160.3284795123604,795.7463642851179,577.10034
2016-05-18 17:00:00,710,584.7698036560596,2090,1390,550,2160.9244835760246,1140.58252089573,891.4476
2016-05-18 18:00:00,1070,584.7698036560596,2090,2090,610,2161.5204876396883,1080.397467241252,968.6616
2016-05-18 19:00:00,860,584.7698036560596,2090,740,570,2162.1164917033525,769.2180109638749,942.07855
2016-05-18 20:00:00,1340,584.7698036560596,2090,600,510,2162.7124957670167,697.1845617360289,695.85986
2016-05-18 21:00:00,490,584.7698036560596,2090,430,370,2163.308499830681,484.341705829428,655.90295
2016-05-18 22:00:00,310,584.7698036560596,2090,360,330,2163.9045038943445,413.1588452124447,460.8543
2016-05-18 23:00:00,340,584.7698036560596,2090,340,340,2164.5005079580087,375.7567550313852,339.35626
2016-05-19 00:00:00,310,584.7698036560596,2090,330,340,2165.096512021673,363.20460310619166,309.3585
2016-05-19 01:00:00,310,584.7698036560596,2090,320,340,2165.692516085337,363.0849140236745,311.4395
2016-05-19 02:00:00,300,584.7698036560596,2090,350,340,2166.288520149001,361.8906630512025,311.2318
2016-05-19 03:00:00,310,584.7698036560596,2090,350,300,2166.884524212665,353.2082990891736,312.8969
2016-05-19 04:00:00,340,584.7698036560596,2090,300,340,2167.480528276329,355.14996383416,318.3838
2016-05-19 05:00:00,330,584.7698036560596,2090,350,370,2168.0765323399933,412.7743887070063,339.7854
2016-05-19 06:00:00,350,584.7698036560596,2090,880,290,2168.672536403657,479.1213288102088,333.94055
2016-05-19 07:00:00,300,584.7698036560596,2090,1060,350,2169.268540467321,658.5561891848025,373.32965
2016-05-19 08:00:00,320,584.7698036560596,2090,2030,310,2169.8645445309853,758.5429468018101,363.1942
2016-05-19 09:00:00,220,584.7698036560596,2090,560,290,2170.460548594649,666.2831295072405,353.6748
2016-05-19 10:00:00,330,584.7698036560596,2090,440,350,2171.0565526583136,697.6184639535642,324.08234
2016-05-19 11:00:00,310,584.7698036560596,2090,2130,300,2171.652556721978,737.6118441081819,332.43497
2016-05-19 12:00:00,330,584.7698036560596,2090,1810,330,2172.248560785641,707.7490584285237,330.3623
2016-05-19 13:00:00,300,584.7698036560596,2090,1610,340,2172.8445648493057,657.7691489389545,377.52515
2016-05-19 14:00:00,380,584.7698036560596,2090,1910,340,2173.44056891297,649.5811622548805,349.94275
2016-05-19 15:00:00,490,584.7698036560596,2090,1210,410,2174.036572976634,604.0815325219746,490.34683
2016-05-19 16:00:00,540,584.7698036560596,2090,2110,710,2174.632577040298,795.9404585875108,592.37024
2016-05-19 17:00:00,1250,584.7698036560596,2090,1390,1250,2175.228581103962,1144.162441494767,822.55536
2016-05-19 18:00:00,720,584.7698036560596,2090,2090,630,2175.824585167626,1080.1152666669004,985.5613
2016-05-19 19:00:00,590,584.7698036560596,2090,740,740,2176.4205892312903,773.1969404834689,843.91907
2016-05-19 20:00:00,710,584.7698036560596,2090,600,600,2177.0165932949544,696.5841118545346,672.2273
2016-05-19 21:00:00,400,584.7698036560596,2090,430,430,2177.6125973586186,488.5560361842876,508.4852
2016-05-19 22:00:00,300,584.7698036560596,2090,360,360,2178.2086014222823,412.4065637980989,367.82135
2016-05-19 23:00:00,340,584.7698036560596,2090,340,340,2178.8046054859465,380.03995728193536,310.87323
2016-05-20 00:00:00,310,584.7698036560596,2090,330,330,2179.40060954961,362.4645262393172,308.54636
2016-05-20 01:00:00,310,584.7698036560596,2090,320,320,2179.996613613275,367.2779171869138,309.38016
2016-05-20 02:00:00,220,584.7698036560596,2090,350,350,2180.5926176769385,361.3145900658084,311.54916
2016-05-20 03:00:00,350,584.7698036560596,2090,350,350,2181.1886217406027,357.1686862412731,304.72733
2016-05-20 04:00:00,310,584.7698036560596,2090,300,300,2181.784625804267,354.8690402467739,338.3441
2016-05-20 05:00:00,370,584.7698036560596,2090,350,350,2182.380629867931,416.3839313869407,361.09613
2016-05-20 06:00:00,400,584.7698036560596,2090,880,880,2182.976633931595,479.23948074269424,485.943
2016-05-20 07:00:00,480,584.7698036560596,2090,1060,1060,2183.572637995259,661.7263761853183,627.3381
2016-05-20 08:00:00,760,584.7698036560596,2090,2030,2030,2184.168642058923,759.1324383251794,834.4961
2016-05-20 09:00:00,440,584.7698036560596,2090,560,560,2184.7646461225872,668.9584927656714,737.06415
2016-05-20 10:00:00,490,584.7698036560596,2090,440,440,2185.3606501862514,698.7177000644239,784.3051
2016-05-20 11:00:00,440,584.7698036560596,2090,2130,2130,2185.956654249915,739.7710328177338,855.00946
2016-05-20 12:00:00,430,584.7698036560596,2090,1810,1810,2186.5526583135797,709.3626105751115,772.5775
2016-05-20 13:00:00,370,584.7698036560596,2090,1610,1610,2187.1486623772435,659.4238439991901,597.4954
2016-05-20 14:00:00,360,584.7698036560596,2090,1910,1910,2187.744666440908,651.6818591584993,480.51794
2016-05-20 15:00:00,280,584.7698036560596,2090,1210,1210,2188.340670504572,605.2734189400427,433.22958
2016-05-20 16:00:00,290,584.7698036560596,2090,2110,2110,2188.9366745682355,798.4732699405591,431.45593
2016-05-20 17:00:00,450,584.7698036560596,2090,1390,1390,2189.5326786319,1144.9585597555483,593.3389
2016-05-20 18:00:00,470,584.7698036560596,2090,2090,2090,2190.128682695564,1083.002616835248,925.8913
2016-05-20 19:00:00,390,584.7698036560596,2090,740,760,2190.724686759228,773.6838144567495,719.3509
2016-05-20 20:00:00,420,584.7698036560596,2090,600,700,2191.320690822892,699.7321987649318,489.9499
2016-05-20 21:00:00,390,584.7698036560596,2090,430,430,2191.916694886556,488.8330220348193,438.5066
2016-05-20 22:00:00,320,584.7698036560596,2090,360,320,2192.51269895022,415.71222653841374,388.0559
2016-05-20 23:00:00,270,584.7698036560596,2090,340,350,2193.108703013884,380.2122743057484,336.88077
2016-05-21 00:00:00,290,584.7698036560596,2090,330,310,2193.7047070775484,365.8222033523266,314.02762
2016-05-21 01:00:00,310,584.7698036560596,2090,320,340,2194.300711141213,367.4498086414504,333.75107
2016-05-21 02:00:00,340,584.7698036560596,2090,350,320,2194.8967152048763,364.62293706158215,322.664
2016-05-21 03:00:00,290,584.7698036560596,2090,350,330,2195.4927192685404,357.4371189066934,328.99677
2016-05-21 04:00:00,340,584.7698036560596,2090,300,330,2196.0887233322046,358.0368259047632,332.49445
2016-05-21 05:00:00,310,584.7698036560596,2090,350,310,2196.684727395869,416.8331810488239,336.3069
2016-05-21 06:00:00,360,584.7698036560596,2090,880,320,2197.2807314595325,482.1904524873799,367.5539
2016-05-21 07:00:00,340,584.7698036560596,2090,1060,890,2197.8767355231967,662.4237677815496,477.7663
2016-05-21 08:00:00,1250,584.7698036560596,2090,2030,730,2198.472739586861,761.8089316406056,459.809
2016-05-21 09:00:00,1860,584.7698036560596,2090,560,920,2199.068743650525,669.9514745692672,916.7975
2016-05-21 10:00:00,2300,584.7698036560596,2090,440,1070,2199.664747714189,701.0828594109292,1529.6849
2016-05-21 11:00:00,2590,584.7698036560596,2090,2130,970,2200.260751777853,741.0856699581307,1568.0404
2016-05-21 12:00:00,1370,584.7698036560596,2090,1810,520,2200.856755841517,711.4011833872813,1671.6737
2016-05-21 13:00:00,2060,584.7698036560596,2090,1610,450,2201.452759905181,661.0647239334409,1794.2367
2016-05-21 14:00:00,1820,584.7698036560596,2090,1910,530,2202.0487639688454,653.3996143734072,1600.486
2016-05-21 15:00:00,2170,584.7698036560596,2090,1210,620,2202.644768032509,607.2248757389129,1494.0065
2016-05-21 16:00:00,600,584.7698036560596,2090,2110,550,2203.2407720961733,799.8951729364978,1361.4159
2016-05-21 17:00:00,570,584.7698036560596,2090,1390,500,2203.8367761598374,1147.1870500199354,1137.7827
2016-05-21 18:00:00,750,584.7698036560596,2090,2090,1710,2204.4327802235016,1084.1699594005815,1128.641
2016-05-21 19:00:00,650,584.7698036560596,2090,740,720,2205.0287842871658,776.1412190318727,806.7331
2016-05-21 20:00:00,570,584.7698036560596,2090,600,520,2205.624788350829,700.6989326460878,651.75287
2016-05-21 21:00:00,810,584.7698036560596,2090,430,340,2206.2207924144936,491.46060694747376,426.31863
2016-05-21 22:00:00,440,584.7698036560596,2090,360,350,2206.816796478158,416.54078036248166,448.56003
2016-05-21 23:00:00,890,584.7698036560596,2090,340,340,2207.412800541822,382.9450227483997,418.2949
2016-05-22 00:00:00,360,584.7698036560596,2090,330,350,2208.008804605486,366.57907468299294,529.0333
2016-05-22 01:00:00,340,584.7698036560596,2090,320,310,2208.60480866915,370.2208333449908,490.48398
2016-05-22 02:00:00,310,584.7698036560596,2090,350,330,2209.200812732814,365.37434464715534,371.08276
2016-05-22 03:00:00,320,584.7698036560596,2090,350,340,2209.796816796478,360.1818796935485,320.23825
2016-05-22 04:00:00,330,584.7698036560596,2090,300,300,2210.3928208601424,358.8446835305457,329.58725
2016-05-22 05:00:00,300,584.7698036560596,2090,350,340,2210.9888249238065,419.49326353970736,335.29868
2016-05-22 06:00:00,350,584.7698036560596,2090,880,300,2211.5848289874702,483.1088878834869,347.06552
2016-05-22 07:00:00,380,584.7698036560596,2090,1060,360,2212.1808330511344,664.9500231354024,436.5276
2016-05-22 08:00:00,1140,584.7698036560596,2090,2030,1100,2212.7768371147986,762.8815249425393,574.8777
2016-05-22 09:00:00,680,584.7698036560596,2090,560,860,2213.3728411784627,672.3063731929262,1063.5284
2016-05-22 10:00:00,1210,584.7698036560596,2090,440,810,2213.9688452421265,702.340719484719,1081.4833
2016-05-22 11:00:00,2060,584.7698036560596,2090,2130,300,2214.56484930579,743.2447804474511,1060.7861
2016-05-22 12:00:00,760,584.7698036560596,2090,1810,340,2215.160853369455,712.8619208530879,1247.3785
2016-05-22 13:00:00,620,584.7698036560596,2090,1610,340,2215.756857433119,663.017288168493,1098.9806
2016-05-22 14:00:00,640,584.7698036560596,2090,1910,340,2216.352861496783,655.0672112556376,957.8713
2016-05-22 15:00:00,580,584.7698036560596,2090,1210,300,2216.948865560447,608.973508313889,742.58484
2016-05-22 16:00:00,530,584.7698036560596,2090,2110,330,2217.544869624111,801.7606940935151,667.5153
2016-05-22 17:00:00,1590,584.7698036560596,2090,1390,340,2218.140873687775,1148.7466417136498,754.7569
2016-05-22 18:00:00,720,584.7698036560596,2090,2090,300,2218.73687775144,1086.2130033001513,1023.62274
2016-05-22 19:00:00,580,584.7698036560596,2090,740,360,2219.332881815103,777.5371670708369,908.8848
2016-05-22 20:00:00,700,584.7698036560596,2090,600,470,2219.9288858787672,702.8896810575989,741.6578
2016-05-22 21:00:00,530,584.7698036560596,2090,430,380,2220.5248899424314,492.7265273445381,660.085
2016-05-22 22:00:00,470,584.7698036560596,2090,360,350,2221.120894006096,418.8424797831218,465.17746
2016-05-22 23:00:00,360,584.7698036560596,2090,340,320,2221.71689806976,384.12012076496745,521.6926
2016-05-23 00:00:00,350,584.7698036560596,2090,330,330,2222.3129021334234,368.95076764951887,361.2229
2016-05-23 01:00:00,310,584.7698036560596,2090,320,350,2222.908906197088,371.3471166794196,329.0643
2016-05-23 02:00:00,350,584.7698036560596,2090,350,330,2223.504910260752,367.7736665568595,323.19434
2016-05-23 03:00:00,310,584.7698036560596,2090,350,320,2224.100914324416,361.3013956752719,334.21973
2016-05-23 04:00:00,300,584.7698036560596,2090,300,340,2224.69691838808,361.23054950867976,328.525
2016-05-23 05:00:00,400,584.7698036560596,2090,350,390,2225.292922451744,420.6455274429146,353.61017
2016-05-23 06:00:00,360,584.7698036560596,2090,880,330,2225.888926515408,485.4439132436533,452.3476
2016-05-23 07:00:00,340,584.7698036560596,2090,1060,340,2226.484930579072,666.1697813428374,501.05374
2016-05-23 08:00:00,310,584.7698036560596,2090,2030,370,2227.0809346427363,765.1340500228027,481.49954
2016-05-23 09:00:00,330,584.7698036560596,2090,560,400,2227.6769387064005,673.6218144138107,479.67184
2016-05-23 10:00:00,310,584.7698036560596,2090,440,330,2228.272942770064,704.486342865088,467.225
2016-05-23 11:00:00,340,584.7698036560596,2090,2130,370,2228.8689468337284,744.6762728891754,505.91852
2016-05-23 12:00:00,370,584.7698036560596,2090,1810,810,2229.464950897393,714.884481720409,477.0651
2016-05-23 13:00:00,340,584.7698036560596,2090,1610,1040,2230.0609549610567,664.5766829711627,490.04758
2016-05-23 14:00:00,350,584.7698036560596,2090,1910,530,2230.6569590247204,656.9591994861343,395.87207
2016-05-23 15:00:00,440,584.7698036560596,2090,1210,420,2231.2529630883846,610.6640121368649,407.36215
2016-05-23 16:00:00,940,584.7698036560596,2090,2110,470,2231.8489671520488,803.5231030883836,564.4211
2016-05-23 17:00:00,2280,584.7698036560596,2090,1390,1610,2232.444971215713,1150.5632263880966,1104.215
2016-05-23 18:00:00,740,584.7698036560596,2090,2090,720,2233.040975279377,1087.85467360174,1647.0032
2016-05-23 19:00:00,720,584.7698036560596,2090,740,660,2233.636979343041,779.467453667584,886.43256
2016-05-23 20:00:00,630,584.7698036560596,2090,600,570,2234.232983406705,704.4262105203666,775.7078
2016-05-23 21:00:00,410,584.7698036560596,2090,430,430,2234.828987470369,494.7520574106539,589.0296
2016-05-23 22:00:00,380,584.7698036560596,2090,360,430,2235.4249915340333,420.2947972470427,443.33
2016-05-23 23:00:00,350,584.7698036560596,2090,340,360,2236.020995597697,386.2179099399367,420.3878
2016-05-24 00:00:00,300,584.7698036560596,2090,330,310,2236.616999661361,370.3434808307456,324.0844
2016-05-24 01:00:00,340,584.7698036560596,2090,320,330,2237.2130037250254,373.49137599035697,315.44525
2016-05-24 02:00:00,330,584.7698036560596,2090,350,340,2237.809007788689,369.1333009089775,329.3329
2016-05-24 03:00:00,320,584.7698036560596,2090,350,340,2238.4050118523537,363.4653036011756,317.9046
2016-05-24 04:00:00,320,584.7698036560596,2090,300,300,2239.0010159160174,362.58379329027656,327.83356
2016-05-24 05:00:00,640,584.7698036560596,2090,350,430,2239.5970199796816,422.80294092600775,331.0272
2016-05-24 06:00:00,430,584.7698036560596,2090,880,380,2240.1930240433458,486.8159755762218,519.7557
2016-05-24 07:00:00,970,584.7698036560596,2090,1060,360,2240.78902810701,668.2967854884954,683.80975
2016-05-24 08:00:00,340,584.7698036560596,2090,2030,340,2241.385032170674,766.5472243393125,642.45746
2016-05-24 09:00:00,230,584.7698036560596,2090,560,330,2241.981036234338,675.6980274993413,511.14047
2016-05-24 10:00:00,400,584.7698036560596,2090,440,320,2242.577040298002,705.9588491282229,383.90292
2016-05-24 11:00:00,610,584.7698036560596,2090,2130,340,2243.173044361666,746.685844092226,465.097
2016-05-24 12:00:00,770,584.7698036560596,2090,1810,350,2243.7690484253303,716.4296386174818,551.4902
2016-05-24 13:00:00,710,584.7698036560596,2090,1610,320,2244.3650524889945,666.5089433865556,601.7884
2016-05-24 14:00:00,900,584.7698036560596,2090,1910,320,2244.961056552658,658.5849540603723,622.192
2016-05-24 15:00:00,850,584.7698036560596,2090,1210,340,2245.5570606163224,612.5137635954792,742.6499
2016-05-24 16:00:00,850,584.7698036560596,2090,2110,380,2246.1530646799865,805.2319215048487,1006.05865
2016-05-24 17:00:00,1220,584.7698036560596,2090,1390,760,2246.7490687436507,1152.330675805004,1279.4248
2016-05-24 18:00:00,820,584.7698036560596,2090,2090,610,2247.3450728073144,1089.6437744233087,1101.6218
2016-05-24 19:00:00,740,584.7698036560596,2090,740,630,2247.9410768709786,781.1578217619688,818.118
2016-05-24 20:00:00,580,584.7698036560596,2090,600,570,2248.5370809346427,706.2881022480057,693.21454
2016-05-24 21:00:00,460,584.7698036560596,2090,430,410,2249.133084998307,496.3749085140343,459.93146
